wave,40_30_30
1.6,0.067113334
1.601,0.06714499
1.602,0.067176631
1.603,0.067208256
1.604,0.067239865
1.605,0.067271459
1.606,0.067303036
1.607,0.067334599
1.608,0.067366145
1.609,0.067397676
1.61,0.067429191
1.611,0.067442242
1.612,0.067455284
1.613,0.067468317
1.614,0.067481342
1.615,0.067494359
1.616,0.067507367
1.617,0.067520366
1.618,0.067533357
1.619,0.06754634
1.62,0.067559314
1.621,0.067572279
1.622,0.067585237
1.623,0.067598185
1.624,0.067611126
1.625,0.067624058
1.626,0.067636981
1.627,0.067649897
1.628,0.067662804
1.629,0.067675702
1.63,0.067688593
1.631,0.067701475
1.632,0.067714348
1.633,0.067727214
1.634,0.067740071
1.635,0.06775292
1.636,0.06776576
1.637,0.067778593
1.638,0.067791417
1.639,0.067804233
1.64,0.067817041
1.641,0.067829841
1.642,0.067842632
1.643,0.067855416
1.644,0.067868191
1.645,0.067880958
1.646,0.067893717
1.647,0.067906468
1.648,0.067919211
1.649,0.067931946
1.65,0.067944673
1.651,0.067960713
1.652,0.067976741
1.653,0.067992759
1.654,0.068008767
1.655,0.068024764
1.656,0.06804075
1.657,0.068056726
1.658,0.068072692
1.659,0.068088646
1.66,0.06810504
1.661,0.068121473
1.662,0.068137896
1.663,0.068154309
1.664,0.068170711
1.665,0.068187102
1.666,0.068203483
1.667,0.068219854
1.668,0.068236215
1.669,0.068252565
1.67,0.068268904
1.671,0.068285234
1.672,0.068301553
1.673,0.068317862
1.674,0.06833416
1.675,0.068350448
1.676,0.068366726
1.677,0.068382994
1.678,0.068399252
1.679,0.068415499
1.68,0.068431736
1.681,0.068445169
1.682,0.068458592
1.683,0.068472006
1.684,0.068485411
1.685,0.068498807
1.686,0.068512194
1.687,0.068525571
1.688,0.06853894
1.689,0.068552299
1.69,0.06856565
1.691,0.068578991
1.692,0.068592324
1.693,0.068605647
1.694,0.068618961
1.695,0.068632267
1.696,0.068645563
1.697,0.068658851
1.698,0.068672129
1.699,0.068685399
1.7,0.068698659
1.701,0.068711048
1.702,0.068723429
1.703,0.068735801
1.704,0.068748166
1.705,0.068760522
1.706,0.068772871
1.707,0.068785212
1.708,0.068797544
1.709,0.068809869
1.71,0.068822186
1.711,0.068834496
1.712,0.068846797
1.713,0.06885909
1.714,0.068871376
1.715,0.068883653
1.716,0.068895923
1.717,0.068908185
1.718,0.06892044
1.719,0.068932686
1.72,0.068944925
1.721,0.068957156
1.722,0.068969379
1.723,0.068981594
1.724,0.068993802
1.725,0.069006002
1.726,0.069018194
1.727,0.069030379
1.728,0.069042555
1.729,0.069054725
1.73,0.069066886
1.731,0.069074954
1.732,0.069083018
1.733,0.069091078
1.734,0.069099134
1.735,0.069107185
1.736,0.069115233
1.737,0.069123276
1.738,0.069131315
1.739,0.06913935
1.74,0.06914738
1.741,0.069155407
1.742,0.06916343
1.743,0.069171448
1.744,0.069179482
1.745,0.069187514
1.746,0.069195542
1.747,0.069203566
1.748,0.069211586
1.749,0.069219602
1.75,0.069227614
1.751,0.069235622
1.752,0.069243626
1.753,0.069251626
1.754,0.069259621
1.755,0.069267613
1.756,0.069275601
1.757,0.069283584
1.758,0.069291564
1.759,0.06929954
1.76,0.069307512
1.761,0.069313133
1.762,0.069318751
1.763,0.069324367
1.764,0.069329981
1.765,0.069335593
1.766,0.069341202
1.767,0.069346809
1.768,0.069352414
1.769,0.069358016
1.77,0.069363616
1.771,0.069369214
1.772,0.06937481
1.773,0.069380404
1.774,0.069385995
1.775,0.069391584
1.776,0.06939717
1.777,0.069402755
1.778,0.069408337
1.779,0.069413917
1.78,0.069419495
1.781,0.069425071
1.782,0.069430644
1.783,0.069436215
1.784,0.069441784
1.785,0.069447351
1.786,0.069452916
1.787,0.069458478
1.788,0.069464038
1.789,0.069469596
1.79,0.069475152
1.791,0.069480706
1.792,0.069486258
1.793,0.069491807
1.794,0.069497354
1.795,0.069502899
1.796,0.069508442
1.797,0.069513983
1.798,0.069519522
1.799,0.069525058
1.8,0.069530593
1.801,0.069536947
1.802,0.069543299
1.803,0.069549647
1.804,0.069555991
1.805,0.069562333
1.806,0.069568671
1.807,0.069575005
1.808,0.069581337
1.809,0.069587665
1.81,0.06959399
1.811,0.069600311
1.812,0.069606629
1.813,0.069612944
1.814,0.069619256
1.815,0.069625564
1.816,0.069631869
1.817,0.069638171
1.818,0.069644469
1.819,0.069650764
1.82,0.069657056
1.821,0.069663345
1.822,0.069669631
1.823,0.069675913
1.824,0.069682192
1.825,0.069688468
1.826,0.06969474
1.827,0.06970101
1.828,0.069525076
1.829,0.069531319
1.83,0.069537576
1.831,0.069537332
1.832,0.069537091
1.833,0.069536852
1.834,0.069536615
1.835,0.069536381
1.836,0.06953615
1.837,0.069535921
1.838,0.069535694
1.839,0.069535471
1.84,0.069535249
1.841,0.069533775
1.842,0.069532307
1.843,0.069530844
1.844,0.069529388
1.845,0.069527937
1.846,0.069526491
1.847,0.069525051
1.848,0.069523617
1.849,0.069522189
1.85,0.069520766
1.851,0.069520322
1.852,0.069519884
1.853,0.069519454
1.854,0.069519031
1.855,0.069518615
1.856,0.069518206
1.857,0.069517804
1.858,0.06951741
1.859,0.069517023
1.86,0.069427698
1.861,0.069405937
1.862,0.069384216
1.863,0.069362535
1.864,0.069340895
1.865,0.069319295
1.866,0.069297735
1.867,0.069276215
1.868,0.069254734
1.869,0.069233294
1.87,0.069211893
1.871,0.069160633
1.872,0.0691095
1.873,0.069058494
1.874,0.069007615
1.875,0.068956861
1.876,0.068906234
1.877,0.068855731
1.878,0.068805354
1.879,0.068755101
1.88,0.068704971
1.881,0.068654966
1.882,0.068605084
1.883,0.068555324
1.884,0.068505687
1.885,0.068456172
1.886,0.068406779
1.887,0.068357506
1.888,0.068308355
1.889,0.068259324
1.89,0.068210413
1.891,0.068131164
1.892,0.068052164
1.893,0.067973411
1.894,0.067894904
1.895,0.067816643
1.896,0.067738625
1.897,0.067660851
1.898,0.067583319
1.899,0.067506028
1.9,0.067428977
1.901,0.067352166
1.902,0.067275592
1.903,0.067199256
1.904,0.067123155
1.905,0.06704729
1.906,0.06697166
1.907,0.066896262
1.908,0.066821097
1.909,0.066746162
1.91,0.066671459
1.911,0.066362486
1.912,0.06605618
1.913,0.065752506
1.914,0.065451418
1.915,0.065152906
1.916,0.064856941
1.917,0.064563492
1.918,0.064272533
1.919,0.063984035
1.92,0.06369797
1.921,0.063509756
1.922,0.063322669
1.923,0.063136701
1.924,0.062951844
1.925,0.062768087
1.926,0.062585424
1.927,0.062403844
1.928,0.062223339
1.929,0.062043902
1.93,0.061865523
1.931,0.061688194
1.932,0.061511907
1.933,0.061336655
1.934,0.061162428
1.935,0.06098922
1.936,0.060817021
1.937,0.060645825
1.938,0.060475623
1.939,0.060306409
1.94,0.060138173
1.941,0.060003891
1.942,0.059870265
1.943,0.059737291
1.944,0.059604965
1.945,0.059473283
1.946,0.05934224
1.947,0.059211833
1.948,0.059082056
1.949,0.058952908
1.95,0.058824382
1.951,0.058696476
1.952,0.058569186
1.953,0.058442507
1.954,0.058316435
1.955,0.058190967
1.956,0.058066099
1.957,0.057941828
1.958,0.057818149
1.959,0.057695058
1.96,0.057572553
1.961,0.057513881
1.962,0.057455385
1.963,0.057397063
1.964,0.057338916
1.965,0.057280942
1.966,0.057223141
1.967,0.057165512
1.968,0.057108055
1.969,0.057050768
1.97,0.056993651
1.971,0.056936704
1.972,0.056879926
1.973,0.056823316
1.974,0.056766873
1.975,0.056710597
1.976,0.056654487
1.977,0.056598543
1.978,0.056542764
1.979,0.056487149
1.98,0.056431698
1.981,0.056429402
1.982,0.056427114
1.983,0.056424836
1.984,0.056422565
1.985,0.056420304
1.986,0.05641805
1.987,0.056415806
1.988,0.056413569
1.989,0.056411342
1.99,0.056409122
1.991,0.056406911
1.992,0.056404709
1.993,0.056402515
1.994,0.056400329
1.995,0.056398152
1.996,0.056395983
1.997,0.056393824
1.998,0.056391692
1.999,0.056389567
2,0.056387451
2.001,0.056422005
2.002,0.056456556
2.003,0.056491104
2.004,0.056525649
2.005,0.056560191
2.006,0.056594731
2.007,0.056629268
2.008,0.056663802
2.009,0.056698333
2.01,0.056732861
2.011,0.056767386
2.012,0.056801909
2.013,0.056836428
2.014,0.056870944
2.015,0.056905458
2.016,0.056939969
2.017,0.056974476
2.018,0.057008981
2.019,0.057043483
2.02,0.057077981
2.021,0.057127563
2.022,0.057177161
2.023,0.057226773
2.024,0.057276401
2.025,0.057326044
2.026,0.057375702
2.027,0.057425375
2.028,0.057475064
2.029,0.057524767
2.03,0.057574485
2.031,0.057624219
2.032,0.057673967
2.033,0.05772373
2.034,0.057773508
2.035,0.057823301
2.036,0.057873109
2.037,0.057922932
2.038,0.05797277
2.039,0.058022622
2.04,0.05807249
2.041,0.058152284
2.042,0.058232165
2.043,0.058312133
2.044,0.058392188
2.045,0.05847233
2.046,0.058552558
2.047,0.058632874
2.048,0.058713277
2.049,0.058793767
2.05,0.058874344
2.051,0.058955008
2.052,0.059035759
2.053,0.059116598
2.054,0.059197524
2.055,0.059278537
2.056,0.059359637
2.057,0.059440825
2.058,0.0595221
2.059,0.059603462
2.06,0.059684912
2.061,0.059789843
2.062,0.059894951
2.063,0.060000237
2.064,0.060105703
2.065,0.060211347
2.066,0.060317169
2.067,0.060423172
2.068,0.060529354
2.069,0.060635715
2.07,0.060742257
2.071,0.060848978
2.072,0.060955881
2.073,0.061062964
2.074,0.061170228
2.075,0.061277673
2.076,0.0613853
2.077,0.061493108
2.078,0.061601099
2.079,0.061709272
2.08,0.061817627
2.081,0.061895642
2.082,0.061973712
2.083,0.062051853
2.084,0.062130066
2.085,0.062208351
2.086,0.062286707
2.087,0.062365135
2.088,0.062443635
2.089,0.062522206
2.09,0.062600849
2.091,0.062679563
2.092,0.06275835
2.093,0.062837208
2.094,0.062916137
2.095,0.062995139
2.096,0.063074212
2.097,0.063153358
2.098,0.063232574
2.099,0.063311863
2.1,0.063391224
2.101,0.063470656
2.102,0.063550161
2.103,0.063629737
2.104,0.063709385
2.105,0.063789105
2.106,0.063868896
2.107,0.06394876
2.108,0.064028696
2.109,0.064108704
2.11,0.064188783
2.111,0.064290569
2.112,0.064392492
2.113,0.064494551
2.114,0.064596747
2.115,0.06469908
2.116,0.06480155
2.117,0.064904157
2.118,0.065006901
2.119,0.065109782
2.12,0.0652128
2.121,0.065315956
2.122,0.065419249
2.123,0.06552268
2.124,0.065626249
2.125,0.065729955
2.126,0.065833799
2.127,0.065937781
2.128,0.066041901
2.129,0.066146159
2.13,0.066250556
2.131,0.066307035
2.132,0.066363525
2.133,0.066420026
2.134,0.066476536
2.135,0.066533057
2.136,0.066589589
2.137,0.06664613
2.138,0.066702682
2.139,0.066759244
2.14,0.066815816
2.141,0.066872398
2.142,0.06692899
2.143,0.066985591
2.144,0.067042203
2.145,0.067098825
2.146,0.067155456
2.147,0.067212097
2.148,0.067268748
2.149,0.067325409
2.15,0.067382079
2.151,0.067418114
2.152,0.067454136
2.153,0.067490145
2.154,0.067526141
2.155,0.067562124
2.156,0.067598093
2.157,0.067634049
2.158,0.067669992
2.159,0.067705922
2.16,0.067741838
2.161,0.067777741
2.162,0.067813631
2.163,0.067849508
2.164,0.067885371
2.165,0.06792122
2.166,0.067956546
2.167,0.067991858
2.168,0.068027157
2.169,0.068062441
2.17,0.068097713
2.171,0.068121021
2.172,0.068144312
2.173,0.068167587
2.174,0.068190846
2.175,0.068214088
2.176,0.068237313
2.177,0.068260522
2.178,0.068283714
2.179,0.06830689
2.18,0.068330049
2.181,0.068353192
2.182,0.068376318
2.183,0.068399427
2.184,0.06842252
2.185,0.068445596
2.186,0.068468656
2.187,0.068491699
2.188,0.068514726
2.189,0.068537736
2.19,0.06856073
2.191,0.068573516
2.192,0.068586289
2.193,0.068599046
2.194,0.068611789
2.195,0.068624518
2.196,0.068637231
2.197,0.068649931
2.198,0.068662616
2.199,0.068675286
2.2,0.068687941
2.201,0.068700583
2.202,0.068713209
2.203,0.068725821
2.204,0.068738419
2.205,0.068751002
2.206,0.068763571
2.207,0.068776125
2.208,0.068788665
2.209,0.06880119
2.21,0.0688137
2.211,0.068826197
2.212,0.068838678
2.213,0.068851146
2.214,0.068863598
2.215,0.068876037
2.216,0.068888461
2.217,0.06890087
2.218,0.068913265
2.219,0.068925646
2.22,0.068938012
2.221,0.06894333
2.222,0.068948636
2.223,0.068953931
2.224,0.068959214
2.225,0.068964486
2.226,0.068969746
2.227,0.068974995
2.228,0.068980233
2.229,0.068985459
2.23,0.068990674
2.231,0.068995877
2.232,0.069001069
2.233,0.069006249
2.234,0.069011418
2.235,0.069016576
2.236,0.069021722
2.237,0.069026857
2.238,0.069031981
2.239,0.069037093
2.24,0.069042194
2.241,0.069045235
2.242,0.069048276
2.243,0.069051317
2.244,0.069054358
2.245,0.069057398
2.246,0.069060438
2.247,0.069063477
2.248,0.069066516
2.249,0.069069555
2.25,0.069007556
2.251,0.069000974
2.252,0.068994396
2.253,0.06898782
2.254,0.068981246
2.255,0.068974676
2.256,0.068968109
2.257,0.068961544
2.258,0.068954982
2.259,0.068948423
2.26,0.068941867
2.261,0.068930863
2.262,0.068919868
2.263,0.068908884
2.264,0.068897909
2.265,0.068886943
2.266,0.068875987
2.267,0.068865041
2.268,0.068854104
2.269,0.068843177
2.27,0.068832259
2.271,0.068812401
2.272,0.068792567
2.273,0.068772758
2.274,0.068752974
2.275,0.068733215
2.276,0.068713482
2.277,0.068693773
2.278,0.068674088
2.279,0.068654429
2.28,0.068634794
2.281,0.068615184
2.282,0.068595598
2.283,0.068576037
2.284,0.0685565
2.285,0.068536988
2.286,0.0685175
2.287,0.068498036
2.288,0.068478597
2.289,0.068459182
2.29,0.068439791
2.291,0.068409919
2.292,0.068380094
2.293,0.068350316
2.294,0.068320586
2.295,0.068290902
2.296,0.068261264
2.297,0.068231674
2.298,0.06820213
2.299,0.068172632
2.3,0.068143181
2.301,0.068113775
2.302,0.068084416
2.303,0.068055103
2.304,0.068025836
2.305,0.067996614
2.306,0.067967438
2.307,0.067938308
2.308,0.067909223
2.309,0.067880183
2.31,0.067851189
2.311,0.067816623
2.312,0.067782117
2.313,0.067747669
2.314,0.06771328
2.315,0.067678949
2.316,0.067644676
2.317,0.067610462
2.318,0.067576305
2.319,0.067542207
2.32,0.067508166
2.321,0.067474182
2.322,0.067440256
2.323,0.067406387
2.324,0.067372575
2.325,0.06733882
2.326,0.067305122
2.327,0.067271481
2.328,0.067237896
2.329,0.067204368
2.33,0.067170895
2.331,0.067136515
2.332,0.067102192
2.333,0.067067926
2.334,0.066991041
2.335,0.066956896
2.336,0.066922808
2.337,0.066888777
2.338,0.066854803
2.339,0.066820885
2.34,0.066787024
2.341,0.066753219
2.342,0.066719471
2.343,0.066685778
2.344,0.066652141
2.345,0.06661856
2.346,0.066585035
2.347,0.066551565
2.348,0.06651815
2.349,0.06648479
2.35,0.066451486
2.351,0.066422867
2.352,0.06639429
2.353,0.066365754
2.354,0.066337259
2.355,0.066308806
2.356,0.066280393
2.357,0.066252022
2.358,0.066223691
2.359,0.066195401
2.36,0.066167152
2.361,0.066138943
2.362,0.066110775
2.363,0.066082648
2.364,0.06605456
2.365,0.066026513
2.366,0.065998506
2.367,0.065970538
2.368,0.065942611
2.369,0.065914724
2.37,0.065886876
2.371,0.065865517
2.372,0.065844181
2.373,0.065822868
2.374,0.065801578
2.375,0.065780311
2.376,0.065759068
2.377,0.065737847
2.378,0.06571665
2.379,0.065695475
2.38,0.065674323
2.381,0.065653194
2.382,0.065632088
2.383,0.065611005
2.384,0.065589944
2.385,0.065568906
2.386,0.06554789
2.387,0.065526897
2.388,0.065505926
2.389,0.065484978
2.39,0.065464052
2.391,0.065444717
2.392,0.065425397
2.393,0.065406095
2.394,0.065386808
2.395,0.065367539
2.396,0.065348285
2.397,0.065329048
2.398,0.065309827
2.399,0.065290622
2.4,0.065271434
2.401,0.065252261
2.402,0.065233105
2.403,0.065213965
2.404,0.065194841
2.405,0.065175733
2.406,0.065156641
2.407,0.065137565
2.408,0.065118504
2.409,0.06509946
2.41,0.065080431
2.411,0.065062732
2.412,0.065045045
2.413,0.06502737
2.414,0.065009707
2.415,0.064992055
2.416,0.064974415
2.417,0.064956786
2.418,0.064939119
2.419,0.064921012
2.42,0.064902916
2.421,0.064884832
2.422,0.06486676
2.423,0.064848699
2.424,0.064830649
2.425,0.064812611
2.426,0.064794585
2.427,0.06477657
2.428,0.064758566
2.429,0.064740573
2.43,0.064722592
2.431,0.064700296
2.432,0.064678016
2.433,0.064655752
2.434,0.064633505
2.435,0.064611274
2.436,0.064589059
2.437,0.06456686
2.438,0.064544678
2.439,0.064522512
2.44,0.064500362
2.441,0.064478228
2.442,0.06445611
2.443,0.064434007
2.444,0.064411921
2.445,0.064389851
2.446,0.064367797
2.447,0.064345758
2.448,0.064323735
2.449,0.064301728
2.45,0.064279736
2.451,0.06425776
2.452,0.0642358
2.453,0.064213855
2.454,0.064191926
2.455,0.064170012
2.456,0.064148114
2.457,0.064126231
2.458,0.064104363
2.459,0.064082511
2.46,0.064060674
2.461,0.064037565
2.462,0.06401447
2.463,0.063991387
2.464,0.063968318
2.465,0.063945261
2.466,0.063922217
2.467,0.063899185
2.468,0.063876167
2.469,0.063853161
2.47,0.063830168
2.471,0.063807187
2.472,0.063784219
2.473,0.063761263
2.474,0.06373832
2.475,0.06371539
2.476,0.063692471
2.477,0.063669565
2.478,0.063646672
2.479,0.063623791
2.48,0.063600921
2.481,0.063578065
2.482,0.06355522
2.483,0.063532387
2.484,0.063509567
2.485,0.063486758
2.486,0.063463962
2.487,0.063441177
2.488,0.063418405
2.489,0.063395644
2.49,0.063372895
2.491,0.063350158
2.492,0.063327433
2.493,0.063304719
2.494,0.063282018
2.495,0.063259327
2.496,0.063236649
2.497,0.063213982
2.498,0.063191326
2.499,0.063168682
2.5,0.06314605
2.501,0.063127491
2.502,0.063108927
2.503,0.063090692
2.504,0.063072596
2.505,0.063054495
2.506,0.063036388
2.507,0.063018277
2.508,0.06300016
2.509,0.062982038
2.51,0.062963912
2.511,0.06294578
2.512,0.062927642
2.513,0.0629095
2.514,0.062891353
2.515,0.0628732
2.516,0.062855042
2.517,0.062836879
2.518,0.06281871
2.519,0.062800536
2.52,0.062782357
2.521,0.06276808
2.522,0.062753782
2.523,0.062739463
2.524,0.062725124
2.525,0.062710765
2.526,0.062696384
2.527,0.062681984
2.528,0.062667562
2.529,0.06265312
2.53,0.062638658
2.531,0.062624175
2.532,0.062609671
2.533,0.062595146
2.534,0.062580601
2.535,0.062566036
2.536,0.062551449
2.537,0.062536842
2.538,0.062522214
2.539,0.062507566
2.54,0.062492897
2.541,0.062478207
2.542,0.062463496
2.543,0.062448765
2.544,0.062434013
2.545,0.06241924
2.546,0.062404446
2.547,0.062389632
2.548,0.062374797
2.549,0.062359941
2.55,0.062345064
2.551,0.062339697
2.552,0.062334308
2.553,0.062328897
2.554,0.062323464
2.555,0.062318009
2.556,0.062312531
2.557,0.062307032
2.558,0.062301511
2.559,0.062295967
2.56,0.062290402
2.561,0.062284814
2.562,0.062279204
2.563,0.062273573
2.564,0.062267919
2.565,0.062262243
2.566,0.062256545
2.567,0.062250825
2.568,0.062245082
2.569,0.062239318
2.57,0.062233532
2.571,0.062202494
2.572,0.062171383
2.573,0.062140199
2.574,0.06210894
2.575,0.062077607
2.576,0.062046201
2.577,0.06201472
2.578,0.061983165
2.579,0.061951536
2.58,0.061919833
2.581,0.061894208
2.582,0.061868563
2.583,0.061842895
2.584,0.061817207
2.585,0.061791497
2.586,0.061765765
2.587,0.061740048
2.588,0.061714333
2.589,0.061688596
2.59,0.061662837
2.591,0.061631589
2.592,0.061600323
2.593,0.06156904
2.594,0.061537741
2.595,0.061506424
2.596,0.06147509
2.597,0.061443739
2.598,0.061412371
2.599,0.061380986
2.6,0.061349584
2.601,0.061306053
2.602,0.061262534
2.603,0.061219025
2.604,0.061175526
2.605,0.061132038
2.606,0.06108856
2.607,0.061045092
2.608,0.061001634
2.609,0.060958186
2.61,0.060914748
2.611,0.06087132
2.612,0.060827901
2.613,0.060784492
2.614,0.060741092
2.615,0.060697701
2.616,0.06065432
2.617,0.060610947
2.618,0.060567584
2.619,0.060524229
2.62,0.060480884
2.621,0.060392317
2.622,0.06030395
2.623,0.060215782
2.624,0.060127813
2.625,0.060040041
2.626,0.059952466
2.627,0.059865086
2.628,0.0597779
2.629,0.059690909
2.63,0.059604111
2.631,0.059517505
2.632,0.059431091
2.633,0.059344867
2.634,0.059258832
2.635,0.059172987
2.636,0.059087329
2.637,0.059001859
2.638,0.058916576
2.639,0.058831477
2.64,0.058746564
2.641,0.058661835
2.642,0.058577288
2.643,0.058492925
2.644,0.058408742
2.645,0.058324741
2.646,0.05824092
2.647,0.058157277
2.648,0.058073814
2.649,0.057990528
2.65,0.057907419
2.651,0.057824486
2.652,0.057741728
2.653,0.057659145
2.654,0.057576736
2.655,0.0574945
2.656,0.057412436
2.657,0.057330544
2.658,0.057248823
2.659,0.057167272
2.66,0.05708589
2.661,0.057004678
2.662,0.056923633
2.663,0.056842755
2.664,0.056762043
2.665,0.056681498
2.666,0.056601118
2.667,0.056520902
2.668,0.056440849
2.669,0.05636096
2.67,0.056281232
2.671,0.056201626
2.672,0.056122164
2.673,0.056042861
2.674,0.055963718
2.675,0.055884734
2.676,0.055805908
2.677,0.055727239
2.678,0.055648727
2.679,0.055570372
2.68,0.055492171
2.681,0.055228854
2.682,0.054967708
2.683,0.05470871
2.684,0.054451837
2.685,0.054197064
2.686,0.05394437
2.687,0.053693731
2.688,0.053445125
2.689,0.053198531
2.69,0.052953926
2.691,0.052711289
2.692,0.0524706
2.693,0.052231836
2.694,0.051994979
2.695,0.051760007
2.696,0.0515269
2.697,0.05129564
2.698,0.051066205
2.699,0.050838579
2.7,0.05061274
2.701,0.050388672
2.702,0.050166355
2.703,0.049945771
2.704,0.049726903
2.705,0.049509732
2.706,0.049294241
2.707,0.049080413
2.708,0.048868232
2.709,0.048657679
2.71,0.04844874
2.711,0.048241397
2.712,0.048035633
2.713,0.047831435
2.714,0.047628785
2.715,0.047427668
2.716,0.047228069
2.717,0.047029972
2.718,0.046833363
2.719,0.046638228
2.72,0.04644455
2.721,0.046252317
2.722,0.046061514
2.723,0.045872127
2.724,0.045684142
2.725,0.045497545
2.726,0.045312323
2.727,0.045128463
2.728,0.044945951
2.729,0.044764774
2.73,0.04458492
2.731,0.043882255
2.732,0.043200372
2.733,0.042538526
2.734,0.041896006
2.735,0.04127213
2.736,0.040666246
2.737,0.040077732
2.738,0.039505988
2.739,0.038950443
2.74,0.038410548
2.741,0.037885776
2.742,0.037375622
2.743,0.036879601
2.744,0.03639725
2.745,0.03592812
2.746,0.035471783
2.747,0.035027827
2.748,0.034595855
2.749,0.034175486
2.75,0.033766354
2.751,0.033368105
2.752,0.032980401
2.753,0.032602914
2.754,0.032235329
2.755,0.031877375
2.756,0.03152875
2.757,0.031189149
2.758,0.030858303
2.759,0.030535949
2.76,0.030221834
2.761,0.029915715
2.762,0.029617357
2.763,0.029326533
2.764,0.029043023
2.765,0.028766617
2.766,0.028497109
2.767,0.028234302
2.768,0.027978005
2.769,0.027728034
2.77,0.02748421
2.771,0.027246361
2.772,0.02701432
2.773,0.026787926
2.774,0.026567022
2.775,0.026351457
2.776,0.026141085
2.777,0.025935764
2.778,0.025735357
2.779,0.025539732
2.78,0.02534876
2.781,0.02493388
2.782,0.024540735
2.783,0.024168044
2.784,0.023814616
2.785,0.023479334
2.786,0.023161158
2.787,0.022859112
2.788,0.022572286
2.789,0.022299826
2.79,0.02204093
2.791,0.02179485
2.792,0.021560881
2.793,0.021338362
2.794,0.021126674
2.795,0.020925232
2.796,0.02073349
2.797,0.02055093
2.798,0.020377069
2.799,0.020211449
2.8,0.02005364
