wave,wave_nm,100_0_0,0_100_0,0_0_100,40_20_40,20_50_30
0.4,400,0.290339201,0.027752169,0.999682844,0.240489404,0.127078517
0.401,401,0.290787766,0.027831622,0.999681233,0.240637499,0.127151096
0.402,402,0.291235348,0.02751744,0.999679639,0.240593946,0.126922663
0.403,403,0.291681951,0.027151828,0.99967806,0.240553258,0.12667638
0.404,404,0.292127579,0.026744899,0.999676496,0.240436608,0.126356491
0.405,405,0.292572235,0.026406293,0.999674947,0.240406378,0.126129484
0.406,406,0.293015923,0.025983486,0.999673413,0.240321045,0.125827726
0.407,407,0.293458646,0.025599041,0.999671894,0.240242534,0.125546685
0.408,408,0.293900409,0.025278737,0.999670388,0.240219134,0.125333022
0.409,409,0.294341214,0.024876667,0.999668897,0.24015327,0.125055162
0.41,410,0.294781065,0.024582526,0.999667419,0.240120469,0.124845408
0.411,411,0.295219967,0.024308282,0.999664906,0.240108967,0.124659793
0.412,412,0.295657922,0.024058256,0.999662423,0.240110203,0.124493668
0.413,413,0.296094933,0.023827738,0.999659971,0.240121721,0.124343299
0.414,414,0.296531005,0.023628471,0.999657547,0.240151683,0.124219476
0.415,415,0.296966141,0.023447734,0.999655152,0.240186057,0.124106593
0.416,416,0.297400345,0.023257439,0.999652784,0.240229737,0.123997116
0.417,417,0.297833619,0.023110175,0.999650443,0.240283478,0.123912565
0.418,418,0.298265967,0.022929207,0.999648129,0.240313069,0.123796745
0.419,419,0.298697393,0.02281958,0.99964584,0.240383806,0.123740392
0.42,420,0.299127901,0.022694574,0.999643577,0.240453984,0.123677703
0.421,421,0.299557492,0.022571083,0.99963837,0.240527277,0.123618075
0.422,422,0.299986172,0.022432366,0.999633261,0.24057793,0.123535699
0.423,423,0.300413942,0.022347213,0.999628245,0.240672545,0.123507723
0.424,424,0.300840807,0.022227528,0.999623319,0.240750127,0.123453455
0.425,425,0.30126677,0.022115962,0.999618479,0.240813148,0.123391812
0.426,426,0.301691834,0.022007865,0.999613721,0.240893533,0.123344689
0.427,427,0.302116003,0.021915993,0.999609043,0.240964985,0.123297631
0.428,428,0.302539279,0.021826841,0.999604441,0.241055766,0.123266231
0.429,429,0.302961666,0.021735867,0.999599912,0.241130752,0.123222578
0.43,430,0.303383167,0.021677374,0.999595455,0.241228017,0.123208678
0.431,431,0.303803785,0.021591214,0.999585654,0.241312361,0.123174304
0.432,432,0.304223524,0.021520679,0.999576123,0.241396722,0.123146409
0.433,433,0.304642386,0.021452293,0.999566844,0.241499966,0.123133558
0.434,434,0.305060376,0.021402431,0.999557799,0.241586583,0.123116026
0.435,435,0.305477495,0.021357241,0.999548976,0.241728923,0.123141777
0.436,436,0.305893748,0.021262663,0.999540361,0.241806573,0.123100038
0.437,437,0.306309137,0.021193004,0.999531942,0.241898741,0.12307923
0.438,438,0.306723665,0.021131825,0.999523709,0.241987782,0.12305971
0.439,439,0.307137336,0.02107406,0.999515652,0.242092647,0.12305343
0.44,440,0.307550152,0.021011343,0.999507762,0.242185909,0.123036781
0.441,441,0.307962117,0.020954065,0.999496804,0.242283384,0.123025537
0.442,442,0.308373233,0.02089512,0.999486127,0.242386828,0.123018202
0.443,443,0.308783505,0.020838479,0.999475714,0.242472091,0.122998586
0.444,444,0.309192933,0.020791765,0.999465548,0.242574808,0.122996
0.445,445,0.309601523,0.020748914,0.999455617,0.242681988,0.12299843
0.446,446,0.310009276,0.020699814,0.999445906,0.24278911,0.122998475
0.447,447,0.310416195,0.020654004,0.999436404,0.242906119,0.123007282
0.448,448,0.310822285,0.020605176,0.9994271,0.242993712,0.122993432
0.449,449,0.311227546,0.020574393,0.999417985,0.243112939,0.123010261
0.45,450,0.311631983,0.020521405,0.99940905,0.243204809,0.122998228
0.451,451,0.312035599,0.020483854,0.999396869,0.243313976,0.123005283
0.452,452,0.312438395,0.020447124,0.999384982,0.243435362,0.123021793
0.453,453,0.312840376,0.020405122,0.99937337,0.243538093,0.123022665
0.454,454,0.313241544,0.020367961,0.999362019,0.243632826,0.123019801
0.455,455,0.313641901,0.020329167,0.999350914,0.243741078,0.123026348
0.456,456,0.314041451,0.020296535,0.999340043,0.243861193,0.123044225
0.457,457,0.314440197,0.020260303,0.999329393,0.24396679,0.123050185
0.458,458,0.314838141,0.020227007,0.999318956,0.244071292,0.123056695
0.459,459,0.315235286,0.02019907,0.999308719,0.244205741,0.123087415
0.46,460,0.315631634,0.020167938,0.999298675,0.244309065,0.123094255
0.461,461,0.31602719,0.020127966,0.999283029,0.244408011,0.123094485
0.462,462,0.316421955,0.020107539,0.999267782,0.244537664,0.123125191
0.463,463,0.316815931,0.020072861,0.999252909,0.244655093,0.123141363
0.464,464,0.317209123,0.020043246,0.999238388,0.244765181,0.123154379
0.465,465,0.317601532,0.020016414,0.999224199,0.244884185,0.123175173
0.466,466,0.317993162,0.019992635,0.999210323,0.245002315,0.123196715
0.467,467,0.318384014,0.019976233,0.999196744,0.245150482,0.123243274
0.468,468,0.318774093,0.019939815,0.999183446,0.245244565,0.123242476
0.469,469,0.319163399,0.019918539,0.999170417,0.245377646,0.123276356
0.47,470,0.319551936,0.019888514,0.999157642,0.245481717,0.12328572
0.471,471,0.319939707,0.019860559,0.99913943,0.245590527,0.123299465
0.472,472,0.320326714,0.019843418,0.999121669,0.245716006,0.123329862
0.473,473,0.32071296,0.019819202,0.999104333,0.245833587,0.123351791
0.474,474,0.321098447,0.019800516,0.999087396,0.245953062,0.123377481
0.475,475,0.321483179,0.019781748,0.999070837,0.246080021,0.123408717
0.476,476,0.321867157,0.019761114,0.999054635,0.246219675,0.123448552
0.477,477,0.322250384,0.019744774,0.999038771,0.246351041,0.123484244
0.478,478,0.322632862,0.019726672,0.999023229,0.246483774,0.123520349
0.479,479,0.323014595,0.019705615,0.999007994,0.246591644,0.123537347
0.48,480,0.323395585,0.019697064,0.998993051,0.246744755,0.123592378
0.481,481,0.323775834,0.019678144,0.998971315,0.246869577,0.123622813
0.482,482,0.324155345,0.019661388,0.998950115,0.246996096,0.12365549
0.483,483,0.32453412,0.019646486,0.99892942,0.24712943,0.123693992
0.484,484,0.324912161,0.019634441,0.9989092,0.24726729,0.123737063
0.485,485,0.325289472,0.019630654,0.998889429,0.247422892,0.123796469
0.486,486,0.325666055,0.019617057,0.998870082,0.247556927,0.123836392
0.487,487,0.326041911,0.019602829,0.998851137,0.247685134,0.123871966
0.488,488,0.326417044,0.019587372,0.998832575,0.247812764,0.123906752
0.489,489,0.326791456,0.019583926,0.998814377,0.24796634,0.123965326
0.49,490,0.32716515,0.019575457,0.998796527,0.248114152,0.124017809
0.491,491,0.327538127,0.019574268,0.998773205,0.248272725,0.124081158
0.492,492,0.32791039,0.019566994,0.99875041,0.24841276,0.124128741
0.493,493,0.328281942,0.01956255,0.998728113,0.248559731,0.124182614
0.494,494,0.328652785,0.019558669,0.998706287,0.248700856,0.124232607
0.495,495,0.329022921,0.019559144,0.998684909,0.248868854,0.124303927
0.496,496,0.329392352,0.019561866,0.998663957,0.249043386,0.124381004
0.497,497,0.329761082,0.019564904,0.998643409,0.249205422,0.124449286
0.498,498,0.330129112,0.019566484,0.998623249,0.249363321,0.1245141
0.499,499,0.330496444,0.019566205,0.998603457,0.24951577,0.124574333
0.5,500,0.330863081,0.019572399,0.99858402,0.249687016,0.124650906
0.501,501,0.331229025,0.019572526,0.998559848,0.249838354,0.124710685
0.502,502,0.331594278,0.019590702,0.998536168,0.250035766,0.124811227
0.503,503,0.331958844,0.019594794,0.998512957,0.250195337,0.124878798
0.504,504,0.332322723,0.019614201,0.998490193,0.250389158,0.12497747
0.505,505,0.332685918,0.019624253,0.998467854,0.250562337,0.125057529
0.506,506,0.333048432,0.01964275,0.998445923,0.250753441,0.125154094
0.507,507,0.333410266,0.01965884,0.998424381,0.250941568,0.125247641
0.508,508,0.333771423,0.019676233,0.998403213,0.251122622,0.125336714
0.509,509,0.334131905,0.019702743,0.998382402,0.251326782,0.125446315
0.51,510,0.334491715,0.019725315,0.998361936,0.251518542,0.125545459
0.511,511,0.334850854,0.019743499,0.998335685,0.251699213,0.125634955
0.512,512,0.335209324,0.019768631,0.998309941,0.25189108,0.125735484
0.513,513,0.335567129,0.019810375,0.998284681,0.252116916,0.125867451
0.514,514,0.335924269,0.019843718,0.998259884,0.252326896,0.125984647
0.515,515,0.336280747,0.019865924,0.998235528,0.252505586,0.126074781
0.516,516,0.336636565,0.019911173,0.998211596,0.252734421,0.126210686
0.517,517,0.336991726,0.019947861,0.99818807,0.252940122,0.126326477
0.518,518,0.337346231,0.019986079,0.998164933,0.253148282,0.12644478
0.519,519,0.337700083,0.020041053,0.998142172,0.253389238,0.126593758
0.52,520,0.338053283,0.020073044,0.998119772,0.253578909,0.126696361
0.521,521,0.338405834,0.020134299,0.998093098,0.25382804,0.126854
0.522,522,0.338757738,0.020181547,0.998066891,0.254047383,0.126984479
0.523,523,0.339108997,0.020244286,0.998041133,0.254291784,0.127139528
0.524,524,0.339459613,0.020307873,0.998015805,0.254534957,0.127294151
0.525,525,0.339809588,0.020341943,0.997990891,0.254723528,0.127397298
0.526,526,0.340158923,0.020419262,0.997966375,0.254988097,0.127573247
0.527,527,0.340507622,0.020489221,0.997942242,0.255235298,0.127733728
0.528,528,0.340855686,0.020570954,0.997918478,0.255501812,0.127913132
0.529,529,0.341203117,0.020621143,0.99789507,0.255708126,0.128036131
0.53,530,0.341549917,0.020709163,0.997872006,0.255980329,0.128222457
0.531,531,0.341896088,0.020802635,0.997844077,0.256259202,0.128415929
0.532,532,0.342241632,0.020891961,0.997816607,0.256528707,0.128601038
0.533,533,0.342586552,0.020956784,0.997789581,0.256754022,0.12874419
0.534,534,0.342930848,0.021051213,0.99776298,0.257026044,0.12893344
0.535,535,0.343274523,0.021122885,0.997736789,0.257258723,0.129084953
0.536,536,0.343617579,0.021219309,0.997710994,0.257528309,0.12927348
0.537,537,0.343960018,0.021312657,0.997685581,0.257791061,0.129455907
0.538,538,0.344301842,0.021451185,0.997660537,0.258121008,0.129705732
0.539,539,0.344643053,0.021496395,0.99763585,0.258303738,0.129810571
0.54,540,0.344983652,0.021621648,0.997611508,0.258607965,0.130036524
0.541,541,0.345323642,0.021744249,0.997582288,0.25890331,0.130255108
0.542,542,0.345663024,0.021855838,0.997553523,0.259178878,0.130454929
0.543,543,0.346001801,0.021941339,0.997525196,0.259414439,0.130615101
0.544,544,0.346339974,0.022094524,0.997497292,0.259745829,0.130872774
0.545,545,0.346677545,0.022223511,0.997469796,0.260038585,0.131092571
0.546,546,0.347014516,0.022303084,0.997442694,0.260260221,0.131240506
0.547,547,0.347350888,0.022413246,0.997415974,0.260523056,0.131431046
0.548,548,0.347686665,0.022579136,0.997389623,0.260861086,0.131699259
0.549,549,0.348021847,0.022710007,0.997363629,0.261147164,0.131915432
0.55,550,0.348356436,0.022850592,0.997337982,0.261444575,0.132143958
0.551,551,0.348690435,0.022973772,0.997308657,0.261716258,0.132346727
0.552,552,0.349023844,0.023095248,0.997279751,0.261983776,0.132545871
0.553,553,0.349356667,0.023282324,0.997251253,0.262335398,0.132833311
0.554,554,0.349688903,0.023418156,0.997223148,0.262617744,0.13304938
0.555,555,0.350020557,0.023608989,0.997195424,0.262967828,0.133337507
0.556,556,0.350351628,0.023741605,0.997168069,0.263241365,0.133546061
0.557,557,0.35068212,0.02388542,0.997141073,0.26352744,0.133768463
0.558,558,0.351012033,0.024093169,0.997114424,0.263891347,0.134074009
0.559,559,0.35134137,0.024198055,0.997088113,0.264125307,0.13424263
0.56,560,0.351670132,0.02439859,0.997062129,0.264474684,0.134534855
0.561,561,0.351998321,0.024578173,0.997032898,0.264797672,0.13479931
0.562,562,0.352325939,0.024752495,0.997004055,0.265112962,0.135056114
0.563,563,0.352652987,0.02491226,0.996975588,0.265407883,0.135292167
0.564,564,0.352979467,0.025113082,0.996947487,0.265750097,0.135579758
0.565,565,0.353305382,0.025285897,0.996919739,0.266057441,0.135830488
0.566,566,0.353630732,0.02544662,0.996892336,0.266347888,0.136063999
0.567,567,0.353955519,0.025669584,0.996865268,0.266708741,0.136374682
0.568,568,0.354279745,0.025838355,0.996838526,0.267005659,0.136616465
0.569,569,0.354603413,0.025985909,0.996812101,0.267277178,0.136831057
0.57,570,0.354926522,0.026171135,0.996785985,0.26758898,0.137090696
0.571,571,0.355249076,0.026346512,0.996756498,0.267888891,0.137337707
0.572,572,0.355571075,0.026602218,0.996727379,0.268276587,0.137682118
0.573,573,0.355892522,0.026826502,0.996698617,0.268626169,0.137985835
0.574,574,0.356213418,0.026958085,0.996670202,0.268872983,0.138176288
0.575,575,0.356533764,0.027146584,0.996642125,0.269180605,0.13843478
0.576,576,0.356853563,0.027331248,0.996614378,0.269482955,0.138687943
0.577,577,0.357172816,0.027531031,0.996586951,0.269799611,0.138957908
0.578,578,0.357491525,0.027715361,0.996559836,0.270098271,0.139208436
0.579,579,0.35780969,0.027926627,0.996533026,0.270424431,0.139490312
0.58,580,0.358127315,0.028169396,0.996506513,0.270782343,0.139808552
0.581,581,0.3584444,0.028240225,0.996477384,0.270957587,0.139922181
0.582,582,0.358760947,0.02852422,0.996448593,0.271355669,0.140287059
0.583,583,0.359076957,0.02856436,0.996420131,0.271497256,0.140363526
0.584,584,0.359392433,0.028842928,0.99639199,0.271886172,0.140719652
0.585,585,0.359707376,0.029155595,0.996364162,0.272309228,0.141115037
0.586,586,0.360021787,0.029263245,0.996336639,0.272518583,0.141269257
0.587,587,0.360335668,0.029587568,0.996309414,0.272949726,0.141675631
0.588,588,0.36064902,0.029689351,0.99628248,0.273151631,0.141822136
0.589,589,0.360961846,0.029939845,0.996255831,0.273504265,0.142140679
0.59,590,0.361274146,0.030135594,0.996229459,0.273800174,0.142395117
0.591,591,0.361585922,0.030343912,0.996202223,0.274107183,0.142662979
0.592,592,0.361897176,0.030485906,0.996175272,0.274347162,0.142854366
0.593,593,0.362207909,0.030749326,0.9961486,0.274706843,0.143183828
0.594,594,0.362518123,0.030964811,0.9961222,0.275018069,0.143458046
0.595,595,0.362827819,0.031171743,0.996096066,0.275319456,0.143721601
0.596,596,0.363136999,0.031317637,0.996070193,0.27555981,0.14391522
0.597,597,0.363445664,0.031599534,0.996044575,0.275932486,0.14426228
0.598,598,0.363753815,0.031780242,0.996019206,0.276205345,0.144494334
0.599,599,0.364061455,0.031968833,0.995994082,0.276485121,0.144734815
0.6,600,0.364368585,0.032196694,0.995969197,0.276801724,0.145018665
0.601,601,0.364675205,0.032394709,0.995932028,0.277088741,0.145268544
0.602,602,0.364981319,0.032511224,0.995895317,0.277296644,0.145426691
0.603,603,0.365286926,0.032784895,0.995859053,0.277654111,0.145759777
0.604,604,0.365592029,0.032972611,0.995823222,0.277929143,0.145996863
0.605,605,0.365896629,0.033171829,0.995787814,0.278213645,0.146245738
0.606,606,0.366200728,0.033364586,0.995752817,0.278491552,0.146487188
0.607,607,0.366504326,0.033579409,0.995718219,0.278789003,0.146752207
0.608,608,0.366807426,0.033774107,0.995684013,0.279067352,0.146994962
0.609,609,0.367110028,0.03395341,0.995650186,0.279330131,0.147219979
0.61,610,0.367412135,0.034193043,0.99561673,0.279648786,0.147511126
0.611,611,0.367713747,0.034361204,0.995567,0.279899976,0.147723189
0.612,612,0.368014866,0.034584947,0.995517983,0.280202072,0.147995764
0.613,613,0.368315494,0.034769725,0.995469656,0.280467232,0.148225137
0.614,614,0.368615632,0.035070445,0.995421995,0.280838764,0.148580824
0.615,615,0.36891528,0.035206071,0.995374979,0.281057413,0.148755814
0.616,616,0.369214442,0.035405241,0.995328588,0.281333569,0.14899948
0.617,617,0.369513117,0.035558356,0.995282803,0.281567115,0.149192819
0.618,618,0.369811308,0.035825679,0.995237605,0.281904576,0.149509979
0.619,619,0.370109015,0.035987832,0.995192978,0.282145116,0.149712362
0.62,620,0.370406241,0.036155731,0.995148903,0.282390595,0.149920843
0.621,621,0.370702986,0.036386812,0.995101741,0.282692332,0.150196954
0.622,622,0.370999251,0.036539182,0.99505518,0.282922583,0.150387952
0.623,623,0.371295039,0.036817017,0.995009201,0.283265497,0.150713913
0.624,624,0.371590351,0.037009759,0.994963789,0.283531062,0.150947786
0.625,625,0.371885187,0.037178207,0.994918927,0.283773875,0.151154916
0.626,626,0.37217955,0.037398298,0.994874601,0.284062586,0.15141731
0.627,627,0.37247344,0.037574802,0.994830795,0.284311642,0.15163253
0.628,628,0.372766859,0.037782722,0.994787496,0.284588128,0.151881039
0.629,629,0.373059808,0.03799237,0.994744691,0.284866044,0.152131409
0.63,630,0.373352288,0.038166006,0.994702367,0.285110874,0.152342557
0.631,631,0.373644301,0.038334086,0.994661032,0.285351767,0.152548555
0.632,632,0.373935849,0.038617683,0.994620145,0.285693537,0.152876778
0.633,633,0.374226931,0.039165518,0.994579695,0.286269386,0.153487174
0.634,634,0.374517551,0.038970602,0.994539673,0.286190177,0.153307114
0.635,635,0.374807708,0.0391903,0.994500068,0.286474266,0.153566628
0.636,636,0.375097405,0.039342487,0.994460871,0.286698757,0.153754332
0.637,637,0.375386642,0.039586224,0.994422071,0.287003139,0.154038927
0.638,638,0.37567542,0.03976603,0.994383662,0.28725134,0.154255711
0.639,639,0.375963742,0.039986347,0.994345633,0.28753403,0.15451477
0.64,640,0.376251609,0.040163458,0.994307978,0.287778668,0.154727954
0.641,641,0.37653902,0.040404105,0.994263751,0.288076632,0.155006883
0.642,642,0.376825979,0.040593215,0.99422,0.288329185,0.155231047
0.643,643,0.377112486,0.040768608,0.994176714,0.28856938,0.155440486
0.644,644,0.377398542,0.040931384,0.99413388,0.288798048,0.155636262
0.645,645,0.377684148,0.041196394,0.99409149,0.289114691,0.155939366
0.646,646,0.377969306,0.041399496,0.994049532,0.289377606,0.156177273
0.647,647,0.378254018,0.041598313,0.994007997,0.289636079,0.156410192
0.648,648,0.378538283,0.041787563,0.993966876,0.289885903,0.156632839
0.649,649,0.378822104,0.042070546,0.99392616,0.29021543,0.156953214
0.65,650,0.379105482,0.042272591,0.993885839,0.290475429,0.157188829
0.651,651,0.379388417,0.042451841,0.993841699,0.290717166,0.157401575
0.652,652,0.379670912,0.04263403,0.993798008,0.290960736,0.157616956
0.653,653,0.379952966,0.042835253,0.993754757,0.291219916,0.157851813
0.654,654,0.380234583,0.043108132,0.993711936,0.291539633,0.158161139
0.655,655,0.380515762,0.043265852,0.993669535,0.291761392,0.158350498
0.656,656,0.380796504,0.043420004,0.993627546,0.291979536,0.15853577
0.657,657,0.381076812,0.043676184,0.99358596,0.292283541,0.158826797
0.658,658,0.381356686,0.043823745,0.993544769,0.292495578,0.159004972
0.659,659,0.381636127,0.044137801,0.993503964,0.292847046,0.159355185
0.66,660,0.381915137,0.044268962,0.993463537,0.293044776,0.159516139
0.661,661,0.382193717,0.044505852,0.993423481,0.293330326,0.159785832
0.662,662,0.382471867,0.044721979,0.993383789,0.293598414,0.160034108
0.663,663,0.38274959,0.044852522,0.993344454,0.293794375,0.160193692
0.664,664,0.383026885,0.045094136,0.993305468,0.294082769,0.160467667
0.665,665,0.383303755,0.045352985,0.993266826,0.294385004,0.160759089
0.666,666,0.3835802,0.045494829,0.99322852,0.294589514,0.160929877
0.667,667,0.383856222,0.045741538,0.993190544,0.294880822,0.161208339
0.668,668,0.384131822,0.045838985,0.993152893,0.295047736,0.161333067
0.669,669,0.384407,0.046065593,0.993115561,0.295321502,0.161590368
0.67,670,0.384681759,0.046344652,0.993078541,0.295638168,0.161901192
0.671,671,0.384956098,0.046477539,0.993047246,0.29583232,0.16206096
0.672,672,0.38523002,0.046710484,0.993016184,0.296108298,0.162322742
0.673,673,0.385503525,0.046884921,0.992985351,0.296335904,0.162524589
0.674,674,0.385776614,0.047085553,0.992954744,0.296584628,0.162752969
0.675,675,0.386049289,0.047266153,0.99292436,0.296816788,0.162960875
0.676,676,0.386321551,0.047470058,0.992894195,0.297067376,0.16319212
0.677,677,0.3865934,0.047742439,0.992864245,0.297373908,0.163493196
0.678,678,0.386864838,0.047879395,0.992834509,0.297568971,0.163655763
0.679,679,0.387135866,0.048081529,0.992804983,0.297817336,0.163884842
0.68,680,0.387406484,0.048315051,0.992775664,0.298090576,0.164145385
0.681,681,0.387676695,0.048600009,0.992727758,0.29840709,0.164459334
0.682,682,0.387946499,0.048652521,0.992680306,0.298533934,0.164536679
0.683,683,0.388215897,0.048855655,0.9926333,0.298783264,0.16476714
0.684,684,0.388484891,0.049055055,0.99258673,0.299028997,0.164993452
0.685,685,0.38875348,0.049283941,0.992540588,0.299298253,0.165249455
0.686,686,0.389021667,0.049452491,0.992494864,0.299518465,0.165444233
0.687,687,0.389289453,0.049639446,0.992449551,0.29975324,0.165657477
0.688,688,0.389556838,0.049805702,0.992404641,0.299970763,0.165849431
0.689,689,0.389823823,0.050003096,0.992360125,0.3002132,0.166072794
0.69,690,0.39009041,0.050151645,0.992315997,0.300415995,0.166246639
0.691,691,0.390356599,0.050743572,0.992242226,0.300974459,0.166867601
0.692,692,0.390622393,0.050989488,0.992169367,0.301255554,0.167139958
0.693,693,0.39088779,0.051068855,0.992097392,0.301402746,0.167244182
0.694,694,0.391152794,0.051012633,0.992026277,0.30143953,0.167210471
0.695,695,0.391417404,0.051165444,0.991955999,0.301644404,0.167387943
0.696,696,0.391681622,0.051361228,0.991886533,0.30188312,0.167608332
0.697,697,0.391945449,0.051563791,0.99181786,0.302127318,0.167835667
0.698,698,0.392208885,0.051760908,0.991749958,0.302366753,0.168057278
0.699,699,0.392471932,0.05198019,0.991682807,0.302623511,0.168300964
0.7,700,0.392734591,0.052082497,0.991616388,0.302786834,0.168427041
0.701,701,0.392996863,0.052318345,0.991544981,0.30305609,0.168686971
0.702,702,0.393258748,0.052542368,0.991474378,0.30331594,0.168935111
0.703,703,0.393520248,0.052733732,0.99140456,0.303549383,0.169150216
0.704,704,0.393781364,0.052922402,0.991335505,0.303780305,0.169362394
0.705,705,0.394042097,0.05313982,0.991267195,0.304033677,0.169603178
0.706,706,0.394302447,0.053281184,0.991199611,0.304226612,0.169767732
0.707,707,0.394562416,0.053483428,0.991132737,0.304467445,0.169993062
0.708,708,0.394822004,0.053701783,0.991066554,0.304720725,0.170234352
0.709,709,0.395081214,0.053923604,0.991001048,0.304976567,0.170479046
0.71,710,0.395340045,0.05405887,0.990936202,0.305163628,0.170636955
0.711,711,0.395598498,0.054288437,0.990865503,0.305424839,0.170888955
0.712,712,0.395856575,0.054499361,0.990795548,0.305670966,0.171122111
0.713,713,0.396114276,0.054756988,0.990726321,0.305953811,0.17140191
0.714,714,0.396371603,0.054868177,0.990657803,0.30612112,0.171535441
0.715,715,0.396628556,0.055025901,0.990589979,0.306324812,0.171715283
0.716,716,0.396885137,0.055161899,0.990522833,0.306510994,0.171873192
0.717,717,0.397141345,0.055425736,0.990456349,0.306797433,0.172158464
0.718,718,0.397397183,0.055587205,0.990390513,0.307003343,0.172341677
0.719,719,0.397652651,0.055778956,0.990325311,0.30723268,0.172554865
0.72,720,0.39790775,0.055964602,0.990260729,0.307456899,0.172761783
0.721,721,0.398162482,0.056170173,0.99023497,0.307694961,0.172987274
0.722,722,0.398416846,0.056255063,0.99020935,0.307838438,0.17309268
0.723,723,0.398670844,0.056455296,0.990183866,0.308071887,0.173312655
